1,-1,170,35,163,53,-1,1,-1,-1
1,-1,78,131,75,180,-1,1,-1,-1
1,-1,281,148,119,171,-1,1,-1,-1
1,-1,5,2,153,132,-1,1,-1,-1
1,-1,172,72,135,72,-1,1,-1,-1
1,-1,357,6,43,71,-1,1,-1,-1
1,-1,298,79,83,80,-1,1,-1,-1
1,-1,142,0,82,58,-1,1,-1,-1
1,-1,288,0,76,77,-1,1,-1,-1
2,-1,170,35,163,53,-1,1,-1,-1
2,-1,78,131,75,180,-1,1,-1,-1
2,-1,281,148,119,171,-1,1,-1,-1
2,-1,5,2,153,132,-1,1,-1,-1
2,-1,172,72,135,72,-1,1,-1,-1
2,-1,357,6,43,71,-1,1,-1,-1
2,-1,298,79,83,80,-1,1,-1,-1
2,-1,142,0,82,58,-1,1,-1,-1
2,-1,288,0,76,77,-1,1,-1,-1
3,-1,171,35,163,53,-1,1,-1,-1
3,-1,79,132,75,180,-1,1,-1,-1
3,-1,281,148,119,171,-1,1,-1,-1
3,-1,5,1,153,133,-1,1,-1,-1
3,-1,172,72,135,71,-1,1,-1,-1
3,-1,357,6,43,71,-1,1,-1,-1
3,-1,298,79,83,80,-1,1,-1,-1
3,-1,142,0,82,58,-1,1,-1,-1
3,-1,288,0,76,77,-1,1,-1,-1
4,-1,171,35,163,53,-1,1,-1,-1
4,-1,78,132,74,180,-1,1,-1,-1
4,-1,281,148,119,171,-1,1,-1,-1
4,-1,6,2,152,134,-1,1,-1,-1
4,-1,172,72,135,71,-1,1,-1,-1
4,-1,357,6,43,71,-1,1,-1,-1
4,-1,298,79,83,80,-1,1,-1,-1
4,-1,142,0,82,59,-1,1,-1,-1
4,-1,288,0,76,77,-1,1,-1,-1
5,-1,171,35,163,53,-1,1,-1,-1
5,-1,80,132,74,179,-1,1,-1,-1
5,-1,281,148,119,171,-1,1,-1,-1
5,-1,6,2,152,135,-1,1,-1,-1
5,-1,172,72,135,71,-1,1,-1,-1
5,-1,357,6,43,71,-1,1,-1,-1
5,-1,298,79,83,80,-1,1,-1,-1
5,-1,142,0,83,59,-1,1,-1,-1
5,-1,288,0,75,77,-1,1,-1,-1
6,-1,171,35,163,53,-1,1,-1,-1
6,-1,80,132,74,179,-1,1,-1,-1
6,-1,281,148,119,171,-1,1,-1,-1
6,-1,7,2,152,135,-1,1,-1,-1
6,-1,172,72,135,71,-1,1,-1,-1
6,-1,357,6,43,71,-1,1,-1,-1
6,-1,298,79,83,80,-1,1,-1,-1
6,-1,141,0,83,59,-1,1,-1,-1
6,-1,288,0,75,77,-1,1,-1,-1
7,-1,171,35,162,53,-1,1,-1,-1
7,-1,80,134,73,179,-1,1,-1,-1
7,-1,281,148,119,171,-1,1,-1,-1
7,-1,7,2,151,136,-1,1,-1,-1
7,-1,173,72,136,71,-1,1,-1,-1
7,-1,357,6,43,71,-1,1,-1,-1
7,-1,298,79,83,80,-1,1,-1,-1
7,-1,141,0,83,59,-1,1,-1,-1
7,-1,288,0,75,77,-1,1,-1,-1
8,-1,171,35,162,53,-1,1,-1,-1
8,-1,81,134,73,179,-1,1,-1,-1
8,-1,281,148,119,171,-1,1,-1,-1
8,-1,7,1,151,137,-1,1,-1,-1
8,-1,173,72,136,71,-1,1,-1,-1
8,-1,357,6,43,71,-1,1,-1,-1
8,-1,298,79,83,80,-1,1,-1,-1
8,-1,141,0,83,59,-1,1,-1,-1
8,-1,288,0,75,77,-1,1,-1,-1
9,-1,171,35,162,53,-1,1,-1,-1
9,-1,81,134,73,178,-1,1,-1,-1
9,-1,281,148,119,171,-1,1,-1,-1
9,-1,8,2,151,138,-1,1,-1,-1
9,-1,173,72,136,71,-1,1,-1,-1
9,-1,357,6,43,71,-1,1,-1,-1
9,-1,298,79,83,80,-1,1,-1,-1
9,-1,141,0,83,59,-1,1,-1,-1
9,-1,288,0,75,77,-1,1,-1,-1
10,-1,171,35,162,53,-1,1,-1,-1
10,-1,81,135,72,178,-1,1,-1,-1
10,-1,281,148,119,171,-1,1,-1,-1
10,-1,8,2,150,138,-1,1,-1,-1
10,-1,173,72,136,71,-1,1,-1,-1
10,-1,357,6,43,71,-1,1,-1,-1
10,-1,298,79,83,80,-1,1,-1,-1
10,-1,141,0,84,59,-1,1,-1,-1
10,-1,288,0,75,77,-1,1,-1,-1
11,-1,171,35,162,53,-1,1,-1,-1
11,-1,82,135,72,178,-1,1,-1,-1
11,-1,281,148,119,171,-1,1,-1,-1
11,-1,8,2,150,139,-1,1,-1,-1
11,-1,173,72,136,71,-1,1,-1,-1
11,-1,357,6,43,71,-1,1,-1,-1
11,-1,298,79,83,80,-1,1,-1,-1
11,-1,141,0,84,60,-1,1,-1,-1
11,-1,288,0,75,77,-1,1,-1,-1
12,-1,171,35,162,53,-1,1,-1,-1
12,-1,82,136,72,178,-1,1,-1,-1
12,-1,281,148,119,171,-1,1,-1,-1
12,-1,9,2,149,140,-1,1,-1,-1
12,-1,173,72,136,71,-1,1,-1,-1
12,-1,357,6,43,71,-1,1,-1,-1
12,-1,298,79,83,80,-1,1,-1,-1
12,-1,141,0,84,60,-1,1,-1,-1
12,-1,288,0,75,77,-1,1,-1,-1
13,-1,171,35,162,53,-1,1,-1,-1
13,-1,82,135,71,177,-1,1,-1,-1
13,-1,281,148,119,171,-1,1,-1,-1
13,-1,9,1,149,141,-1,1,-1,-1
13,-1,173,72,136,71,-1,1,-1,-1
13,-1,357,6,43,71,-1,1,-1,-1
13,-1,298,79,83,80,-1,1,-1,-1
13,-1,141,0,84,60,-1,1,-1,-1
13,-1,289,0,75,77,-1,1,-1,-1
14,-1,171,35,162,53,-1,1,-1,-1
14,-1,83,135,71,177,-1,1,-1,-1
