1,-1,361,51,39,42,-1,1,-1,-1
1,-1,267,174,36,35,-1,1,-1,-1
1,-1,123,152,42,47,-1,1,-1,-1
2,-1,361,51,39,42,-1,1,-1,-1
2,-1,267,174,36,35,-1,1,-1,-1
2,-1,123,153,42,48,-1,1,-1,-1
3,-1,361,51,39,42,-1,1,-1,-1
3,-1,267,174,36,36,-1,1,-1,-1
3,-1,123,153,42,48,-1,1,-1,-1
4,-1,361,51,39,42,-1,1,-1,-1
4,-1,267,174,36,36,-1,1,-1,-1
4,-1,123,152,42,48,-1,1,-1,-1
5,-1,361,51,39,42,-1,1,-1,-1
5,-1,267,174,36,36,-1,1,-1,-1
5,-1,123,151,42,49,-1,1,-1,-1
6,-1,361,51,39,42,-1,1,-1,-1
6,-1,267,174,36,36,-1,1,-1,-1
6,-1,122,151,43,49,-1,1,-1,-1
7,-1,361,51,39,42,-1,1,-1,-1
7,-1,267,174,36,36,-1,1,-1,-1
7,-1,122,151,43,49,-1,1,-1,-1
8,-1,267,174,36,36,-1,1,-1,-1
8,-1,122,151,43,50,-1,1,-1,-1
9,-1,266,174,37,36,-1,1,-1,-1
9,-1,122,151,43,50,-1,1,-1,-1
10,-1,266,174,37,36,-1,1,-1,-1
10,-1,122,150,43,50,-1,1,-1,-1
11,-1,266,174,37,36,-1,1,-1,-1
11,-1,121,150,44,51,-1,1,-1,-1
12,-1,266,174,37,36,-1,1,-1,-1
12,-1,121,150,44,51,-1,1,-1,-1
13,-1,266,174,37,36,-1,1,-1,-1
13,-1,121,148,44,51,-1,1,-1,-1
14,-1,266,174,37,36,-1,1,-1,-1
14,-1,121,149,44,52,-1,1,-1,-1
15,-1,266,174,37,36,-1,1,-1,-1
15,-1,121,148,44,52,-1,1,-1,-1
16,-1,266,173,37,37,-1,1,-1,-1
16,-1,121,147,44,53,-1,1,-1,-1
17,-1,266,173,37,37,-1,1,-1,-1
17,-1,120,147,45,53,-1,1,-1,-1
18,-1,266,173,37,37,-1,1,-1,-1
18,-1,120,147,45,53,-1,1,-1,-1
19,-1,266,173,37,37,-1,1,-1,-1
19,-1,120,147,45,54,-1,1,-1,-1
20,-1,266,173,37,37,-1,1,-1,-1
20,-1,120,147,45,54,-1,1,-1,-1
21,-1,266,172,37,37,-1,1,-1,-1
21,-1,120,146,45,54,-1,1,-1,-1
22,-1,266,172,37,37,-1,1,-1,-1
22,-1,119,146,46,55,-1,1,-1,-1
23,-1,266,172,37,37,-1,1,-1,-1
23,-1,119,146,46,55,-1,1,-1,-1
24,-1,266,172,37,37,-1,1,-1,-1
24,-1,119,144,46,55,-1,1,-1,-1
25,-1,266,172,37,37,-1,1,-1,-1
