0,-1,0,28,24,87,-1,1,-1,-1
0,-1,0,59,24,87,-1,1,-1,-1
0,-1,0,59,24,87,-1,1,-1,-1
1,-1,55,145,66,67,-1,1,-1,-1
1,-1,296,204,104,73,-1,1,-1,-1
1,-1,2,211,92,109,-1,1,-1,-1
1,-1,81,97,51,73,-1,1,-1,-1
1,-1,236,81,85,65,-1,1,-1,-1
1,-1,320,86,62,98,-1,1,-1,-1
2,-1,55,145,66,67,-1,1,-1,-1
2,-1,296,204,104,73,-1,1,-1,-1
2,-1,2,211,92,109,-1,1,-1,-1
2,-1,81,97,51,73,-1,1,-1,-1
2,-1,236,81,85,65,-1,1,-1,-1
2,-1,320,86,62,98,-1,1,-1,-1
3,-1,55,145,66,67,-1,1,-1,-1
3,-1,296,205,104,74,-1,1,-1,-1
3,-1,2,210,92,110,-1,1,-1,-1
3,-1,81,97,51,73,-1,1,-1,-1
3,-1,236,81,85,65,-1,1,-1,-1
3,-1,320,86,62,98,-1,1,-1,-1
4,-1,55,145,66,67,-1,1,-1,-1
4,-1,297,205,103,74,-1,1,-1,-1
4,-1,2,210,92,110,-1,1,-1,-1
4,-1,81,98,51,74,-1,1,-1,-1
4,-1,236,81,85,65,-1,1,-1,-1
4,-1,320,86,62,98,-1,1,-1,-1
5,-1,55,145,66,67,-1,1,-1,-1
5,-1,297,204,103,74,-1,1,-1,-1
5,-1,2,208,92,111,-1,1,-1,-1
5,-1,81,98,51,74,-1,1,-1,-1
5,-1,236,81,85,65,-1,1,-1,-1
5,-1,320,86,62,98,-1,1,-1,-1
6,-1,55,145,66,67,-1,1,-1,-1
6,-1,297,204,103,74,-1,1,-1,-1
6,-1,2,208,91,111,-1,1,-1,-1
6,-1,81,98,51,74,-1,1,-1,-1
6,-1,236,81,85,65,-1,1,-1,-1
6,-1,320,86,62,98,-1,1,-1,-1
7,-1,55,145,66,67,-1,1,-1,-1
7,-1,297,204,103,74,-1,1,-1,-1
